molecule_chembl_id,canonical_smiles,murcko_fragment,problem_type,strategy,train_test,drop_intermediate,pIC50,bioactivity_class
CHEMBL325667,COC(=O)c1ccccc1CCNC(=O)C(CS)NC(=O)[C@H](CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)OCC(C)C,c1ccccc1,classification,random,test,True,4.267606240177032,inactive
CHEMBL326331,CC[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H]21,N1CCC2NCCC12,classification,random,train,True,4.346787486224656,inactive
CHEMBL326056,CC(C)COC(=O)NC(CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NC(CS)C(=O)NCCc1ccccc1C(=O)O,c1ccccc1,classification,random,train,True,4.0,inactive
CHEMBL297884,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,n1cscc1-c2nc3ccccc3c(OC4CN5CC(NCOC6CCCC6)CCCCCC=CC7CC7NCC5C4)c2,classification,random,train,True,9.096910013008056,active
CHEMBL326490,CC(C)COC(=O)NC(CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NC(CS)C(=O)NCCc1ccc(C(=O)O)cc1Cl,c1ccccc1,classification,random,train,True,6.154901959985743,active
CHEMBL332245,COc1ccc([C@@H](O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O)cc1,c1ccccc1,classification,random,train,True,4.886056647693163,inactive
CHEMBL331243,CCCC[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,c1ccccc1,classification,random,train,True,7.958607314841775,active
CHEMBL32704,CCCC(NC(=O)[C@@H]1C[C@@H](OC(=O)N2CCc3ccccc3C2)CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NCCc1ccccc1,n1ccnc(c1)CNCCNCCN2CC(OCN3Cc4ccccc4CC3)CC2CNCCCNCCc5ccccc5,classification,random,test,True,6.2839966563652006,active
CHEMBL33248,CCCC(NC(=O)[C@@H]1C[C@@H](OC(=O)N2CCc3ccccc3C2)CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NCc1ccccc1,n1ccnc(c1)CNCCNCCN2CC(OCN3Cc4ccccc4CC3)CC2CNCCCNCc5ccccc5,classification,random,train,True,6.657577319177793,active
CHEMBL3326537,COc1ccc2c(OC[C@H]3C[C@@H]4C(=O)N[C@@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)N34)cc(-c3ccccc3)nc2c1,n1c2ccccc2c(OCC3N4CNCCCCC=CC5CC5(NCC4C3)CNSC6CC6)cc1-c7ccccc7,classification,random,test,True,6.555955204081924,active
CHEMBL3326538,COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C\[C@H]5C[C@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)N34)cc(-c3ccccc3)nc2c1,n1c2ccccc2c(OCC3N4CNC5(CNSC6CC6)CC5C=CCCCCNCC4C3)cc1-c7ccccc7,classification,random,test,True,7.346787486224656,active
CHEMBL3326539,COc1ccc2c(OC[C@H]3C[C@@H]4C(=O)N(C)CCCC/C=C\[C@H]5C[C@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)N34)cc(-c3ccccc3)nc2c1,n1c2ccccc2c(OCC3N4CNC5(CNSC6CC6)CC5C=CCCCCNCC4C3)cc1-c7ccccc7,classification,random,train,True,8.455931955649724,active
CHEMBL3326540,COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C\[C@H]5C[C@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1F,n1ccsc1-c2nc3ccccc3c(OCC4N5CNC6(CNSC7CC7)CC6C=CCCCCNCC5C4)c2,classification,random,test,True,7.774690718274137,active
CHEMBL3326826,COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C\[C@H]5C[C@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1,n1ccsc1-c2nc3ccccc3c(OCC4N5CNC6(CNSC7CC7)CC6C=CCCCCNCC5C4)c2,classification,random,test,True,8.886056647693163,active
CHEMBL3326829,COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C\[C@H]5C[C@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1C,n1ccsc1-c2nc3ccccc3c(OCC4N5CNC6(CNSC7CC7)CC6C=CCCCCNCC5C4)c2,classification,random,test,True,8.18045606445813,active
CHEMBL3326830,COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C\[C@H]5C[C@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1Cl,n1ccsc1-c2nc3ccccc3c(OCC4N5CNC6(CNSC7CC7)CC6C=CCCCCNCC5C4)c2,classification,random,test,True,8.67778070526608,active
