algorithm,drop_intermediate,file_size_kb,fingerprint,strategy,target,train_inference_time_ns,train_mae,train_pearson,train_r2,train_rmse,test_inference_time_ns,test_mae,test_pearson,test_r2,test_rmse,cv_best_mean_score,cv_split_0,cv_split_1,cv_split_2,estimator__C,estimator__algorithm,estimator__coef0,estimator__degree,estimator__early_stopping,estimator__gamma,estimator__l2_regularization,estimator__leaf_size,estimator__learning_rate,estimator__max_depth,estimator__max_features,estimator__max_iter,estimator__min_samples_leaf,estimator__min_samples_split,estimator__n_estimators,estimator__n_iter_no_change,estimator__n_jobs,estimator__n_neighbors,estimator__oob_score,estimator__p,estimator__random_state,estimator__shrinking,estimator__warm_start,estimator__weights,selectpercentile__percentile,variancethreshold__threshold
knn,False,4004.3271484375,CDK,stratified,hcv_ns3,42760014,0.15950051488794637,0.947906943804519,0.8983968872996502,0.3654848805887231,20721067,0.15069129707759876,0.9708399528621853,0.9416286811685269,0.33611613478377833,0.582313674603392,0.5541730780983861,0.6727159011094912,0.5200520446022987,,kd_tree,,,,,,40.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.15999999999999998
rf,False,3143.1494140625,CDK,strict,hcv_ns3,14809614,0.32044283049615074,0.9209252228743557,0.8374672807504362,0.4849625397458854,9719976,0.3061795803331639,0.9301345410481772,0.8602717160794472,0.4378659020534067,0.6211634937147076,0.6767658174070601,0.4961717156684222,0.6905529480686405,,,,,,,,,,10,log2,,1.0,2.0,100.0,,,,True,,22.0,,True,,90,0.15999999999999998
hgb,False,1001.40234375,CDK,strict,hcv_ns3,15456772,0.3439359829933368,0.9089446434848395,0.8193358746790569,0.5112975999419369,9325429,0.35301122824226516,0.8888264337659579,0.7858245251711637,0.542105524655047,0.5984584105648477,0.6445315583554881,0.5030563776323118,0.6477872957067432,,,,,True,,0.01,,0.01,10,,99999999.0,16.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,2178.1328125,CDK,strict,hcv_ns3,64328050,0.32721128106680086,0.90470933483289,0.8051743104029652,0.5309588986637538,12179707,0.39191357683592426,0.8219729846596373,0.6721433281442833,0.6707195681623033,0.610541775430797,0.6543575598733259,0.5293136154880356,0.6479541509310297,1.0,,0.5,2.0,,0.01,,,,,,,,,,,,,,,,True,,,80,0.15999999999999998
dt,False,207.3837890625,CDK,strict,hcv_ns3,6118386,0.4856962147304164,0.8346890735088088,0.696033333510844,0.6632095527849606,5075911,0.5961322803576219,0.7369638681960116,0.5256021710717214,0.8068082128797234,0.49383546868159306,0.503644919467032,0.40578997627049274,0.5720715103072544,,,,,,,,,,None,sqrt,,4.0,8.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,2828.970703125,CDK,strict,hcv_ns3,57650513,0.14766863870231772,0.9436079310909069,0.8902721122066396,0.39847061711495046,32251801,0.17586568896822272,0.9553724867795986,0.9021327898004349,0.36645239826029996,0.5697368855661172,0.6281765071377272,0.4164930432952171,0.6645411062654072,,auto,,,,,,50.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,80,0.08999999999999998
rf,False,2617.802734375,CDKgraphonly,random,hcv_ns3,14006785,0.3651748988390932,0.9115751863192229,0.8206031668594623,0.5065526349630345,10363356,0.35275307303728326,0.9347170033263078,0.8596123008820289,0.4521947219654694,0.5716439018443041,0.6531243454608118,0.46970653286877884,0.5921008272033219,,,,,,,,,,10,log2,,1.0,2.0,100.0,,,,True,,22.0,,True,,80,0.08999999999999998
hgb,False,1447.1728515625,CDKgraphonly,random,hcv_ns3,14183090,0.3558945486989873,0.8999095177952785,0.8059505143493071,0.52683357009454,10099387,0.33891095493509116,0.920539008488122,0.8440475669119271,0.47660329246753,0.5443857156916906,0.6326115815457619,0.4305853340250261,0.5699602315042837,,,,,True,,0.01,,0.01,50,,1000.0,8.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,1781.11328125,CDKgraphonly,random,hcv_ns3,43091219,0.4035768272914406,0.8669473323319096,0.7397711413852689,0.610091425270759,14580782,0.38333921287938927,0.8783973356646382,0.741199704604715,0.6139646189156128,0.5578649654395922,0.6202517521996279,0.4886379545394459,0.5647051895797026,1.0,,0.5,2.0,,0.01,,,,,,,,,,,,,,,,False,,,90,0.08999999999999998
dt,False,210.298828125,CDKgraphonly,random,hcv_ns3,5415226,0.43273897055263355,0.8694749545453019,0.7558178528832631,0.5909818548457636,4902762,0.45416664962961,0.8462828568560166,0.7160151809838458,0.6431444453389035,0.5037433200954716,0.6332974374542673,0.4280014351748813,0.4499310876572663,,,,,,,,,,20,sqrt,,2.0,8.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,1627.822265625,CDKgraphonly,random,hcv_ns3,46141003,0.21179734428252228,0.9350367939476438,0.8738925267290663,0.4247052257085392,36231654,0.13768068764687402,0.9709029569272882,0.941154717751436,0.2927634025407361,0.529034763588541,0.6663816689397577,0.3649716528147121,0.5557509690111531,,auto,,,,,,30.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,80,0.08999999999999998
rf,False,5916.3232421875,CDKgraphonly,stratified,hcv_ns3,42278533,0.39410742824673367,0.8831130557536349,0.7738954180455564,0.5452185090428898,30335626,0.5067643712933649,0.8796825593231729,0.7554445522300067,0.6879839055453381,0.6444344860762973,0.6654458690339862,0.6929556290192798,0.5749019601756257,,,,,,,,,,30,sqrt,,2.0,3.0,500.0,,,,True,,22.0,,True,,80,0.15999999999999998
hgb,False,2253.9140625,CDKgraphonly,stratified,hcv_ns3,75181804,0.33789376751963673,0.9029622945223492,0.8146002447989764,0.49370836696294707,17908773,0.3864822002070815,0.9060377890530062,0.818272392278079,0.5930619517997056,0.6278456203754672,0.6374226670556449,0.6625590253455081,0.5835551687252485,,,,,True,,0.1,,0.01,10,,10000.0,16.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,1811.34375,CDKgraphonly,stratified,hcv_ns3,43264982,0.27707488682854975,0.9182495826086446,0.8429109501073774,0.4544528859061803,15375084,0.3384001157574213,0.9111814119259705,0.8287858054215923,0.5756513021081878,0.6425920674236852,0.6206364650376408,0.7035790416561865,0.6035606955772284,10.0,,0.5,2.0,,0.01,,,,,,,,,,,,,,,,True,,,90,0.08999999999999998
dt,False,215.3134765625,CDKgraphonly,stratified,hcv_ns3,6164421,0.4659957729191397,0.8347381310234745,0.6949634449919275,0.6332742845170564,5140550,0.555526853580891,0.8600483784481076,0.732569469095024,0.719440862432557,0.57567504127435,0.5571745101003089,0.5791844784281661,0.590666135294575,,,,,,,,,,None,log2,,2.0,3.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,1169.3828125,CDKgraphonly,stratified,hcv_ns3,41990607,0.47945878161657357,0.8400162986383246,0.7048980607102152,0.6228764926539615,36832296,0.5877426293842273,0.8383452554904006,0.701851595899607,0.7596365492875602,0.5964361906705079,0.575814043687353,0.6501091271318333,0.5633854011923374,,brute,,,,,,30.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,90,0.15999999999999998
rf,False,23590.521484375,CDKgraphonly,strict,hcv_ns3,89224055,0.3431980536134148,0.9098372061408816,0.820263804642725,0.5099828421022606,50865056,0.38043944308865957,0.8892414182948353,0.7889260947197652,0.538165975410313,0.6132682315858394,0.6711075159238422,0.4614204137786353,0.7072767650550409,,,,,,,,,,10,log2,,1.0,2.0,1000.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,False,946.10546875,CDKgraphonly,strict,hcv_ns3,13350967,0.41049503585645675,0.8809636022360146,0.7698762615230983,0.5770567203074907,10122136,0.4754658010750178,0.8191286022117108,0.6700087420306228,0.6728994625910883,0.589902062905221,0.6497828321739731,0.45331742846045775,0.666605928081232,,,,,True,,0.0,,0.01,None,,99999999.0,16.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,2059.296875,CDKgraphonly,strict,hcv_ns3,56725868,0.3708381771082636,0.8868126171053389,0.7723296772627226,0.5739723932483252,11482693,0.47625721144368793,0.7860803620167914,0.6160892495360926,0.7257952153016108,0.6067110405312517,0.6564345966338242,0.5026441782316068,0.6610543467283241,1.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,215.2734375,CDKgraphonly,strict,hcv_ns3,5572502,0.43391858762228397,0.8512856697318703,0.7245912363650289,0.6312867448666767,4988684,0.5054701670470283,0.8082168449622015,0.6501356577405564,0.6928652895334901,0.553369364631279,0.5276775073463571,0.4298172593858992,0.7026133271615804,,,,,,,,,,10,sqrt,,2.0,3.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,1213.6640625,CDKgraphonly,strict,hcv_ns3,35710841,0.2048649833427231,0.923735465557373,0.8525801803570912,0.46186572075575233,24452196,0.2414001289388445,0.9268375859057614,0.8469579340668829,0.45825200505227826,0.552848007141972,0.6107750670107855,0.3718241018661277,0.6759448525490028,,brute,,,,,,50.0,,,,,,,,,-1.0,3.0,,1.0,,,,distance,90,0.15999999999999998
rf,False,2014.240234375,KlekotaRothCount,random,hcv_ns3,26708776,0.37004793237876,0.9087793737105389,0.8180318512603273,0.5101699580113932,23278347,0.3572342076645477,0.933198161076149,0.856170420346806,0.4577043778937526,0.6021165618722447,0.6617946680970845,0.5539412474497458,0.5906137700699037,,,,,,,,,,10,log2,,1.0,3.0,100.0,,,,True,,22.0,,True,,80,0.08999999999999998
hgb,False,793.240234375,KlekotaRothCount,random,hcv_ns3,29968917,0.44875070893152796,0.8586367876180194,0.7314612098184513,0.6197559524818106,25875965,0.3982059289079501,0.9009756358654164,0.7929080034811573,0.5492152887018678,0.5990139066119401,0.6580463953593099,0.5216397083921993,0.617355616084311,,,,,True,,0.01,,0.01,None,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,1056.484375,KlekotaRothCount,random,hcv_ns3,34955149,0.3920473069347584,0.8700202856277863,0.7545281627090961,0.5925404858684709,22826354,0.3436885588767129,0.9166682613043425,0.820759176035478,0.5109512037723001,0.5958173488000957,0.6962602753727534,0.5036085282413361,0.5875832427861978,10.0,,0.5,3.0,,0.001,,,,,,,,,,,,,,,,False,,,50,0.15999999999999998
dt,False,282.880859375,KlekotaRothCount,random,hcv_ns3,19408499,0.43752060996846986,0.8442014479145193,0.7079886284530216,0.6462745809393897,18453568,0.35512112576943855,0.910388960001812,0.8282115702170424,0.5002163879441326,0.5288431080842693,0.6135767406576829,0.42853693788703295,0.544415645708092,,,,,,,,,,10,sqrt,,1.0,8.0,,,,,,,22.0,,,,90,0.15999999999999998
knn,False,1493.7421875,KlekotaRothCount,random,hcv_ns3,57459571,0.1498499213285647,0.9519206653842814,0.9060738727242887,0.3665307374777753,39972320,0.0977755065556956,0.9717462455901279,0.9437991252452135,0.28610964499555824,0.565649530348182,0.6700014488065927,0.47543316758523746,0.5515139746527156,,kd_tree,,,,,,30.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,90,0.08999999999999998
rf,False,1994.935546875,KlekotaRothCount,stratified,hcv_ns3,26215347,0.3523817875178819,0.9163791275842242,0.833386580151072,0.4680269899614284,22918033,0.4275281278308579,0.910474092360286,0.8149316959958632,0.5984882525892254,0.6655086815318293,0.6736037951918467,0.7056320189726908,0.6172902304309502,,,,,,,,,,10,log2,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.15999999999999998
hgb,False,2432.236328125,KlekotaRothCount,stratified,hcv_ns3,40699152,0.30477886200410514,0.917855645624676,0.8423788123998887,0.45522196262626996,32763544,0.3583474447913179,0.9303184790146799,0.8593927924659517,0.521667041693932,0.6300130353632707,0.6581684045071026,0.6633240394047775,0.568546662177932,,,,,True,,0.1,,0.01,20,,99999999.0,16.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,1392.4130859375,KlekotaRothCount,stratified,hcv_ns3,44253399,0.3267116475972287,0.9023061029030013,0.8121844756388257,0.4969144805958454,24020873,0.4222263879388685,0.8733045677719687,0.7588792472974495,0.6831355763491309,0.614495623301745,0.584119392998466,0.6546183508437862,0.6047491260629827,10.0,,0.1,2.0,,0.001,,,,,,,,,,,,,,,,False,,,80,0.08999999999999998
dt,False,281.021484375,KlekotaRothCount,stratified,hcv_ns3,19205701,0.4686916419343384,0.8425526131787827,0.7078805805038999,0.6197208724751533,18680286,0.5958177254478983,0.8259801906225775,0.6814742448534454,0.7851667225492786,0.6009868743862647,0.5866234913371979,0.6294122000368441,0.5869249317847522,,,,,,,,,,30,log2,,4.0,8.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,1305.2041015625,KlekotaRothCount,stratified,hcv_ns3,50000188,0.40715496784093236,0.874538774895243,0.7614412915735354,0.5600329071058137,28362346,0.46956218473458167,0.893422285073864,0.7979703055705768,0.625312645332549,0.634923486507004,0.6611278135683891,0.6342144889284618,0.6094281570241611,,brute,,,,,,50.0,,,,,,,,,-1.0,3.0,,1.0,,,,uniform,80,0.08999999999999998
rf,False,1753.1279296875,KlekotaRothCount,strict,hcv_ns3,26566702,0.3945599042475031,0.90074797437953,0.7998373610172749,0.538182165509117,23063875,0.4069461054868866,0.8588891843479086,0.7353694033816522,0.6025859370076243,0.634400072954182,0.6976562688527879,0.5746302037103448,0.6309137462994132,,,,,,,,,,30,log2,,2.0,3.0,100.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,895.3095703125,KlekotaRothCount,strict,hcv_ns3,29740501,0.4163916339585097,0.8837895435873749,0.7712988755494812,0.5752702864901394,24670259,0.4453049010948514,0.8306879405967906,0.6871488740780146,0.6551908522492067,0.6168897675206032,0.6790943935643587,0.5554070666096422,0.6161678423878086,,,,,True,,0.01,,0.01,None,,10000.0,32.0,,,100.0,,,,,22.0,,True,,100,0.15999999999999998
svm,False,1164.4140625,KlekotaRothCount,strict,hcv_ns3,40029594,0.36020487869589035,0.8919332694576397,0.7906761138613648,0.5503604121251211,21146216,0.35670407702633217,0.8648452918860222,0.744527262736582,0.5920675305387654,0.5996734356169349,0.6328074093587897,0.5760499415599284,0.5901629559320865,10.0,,0.1,3.0,,0.001,,,,,,,,,,,,,,,,True,,,50,0.08999999999999998
dt,False,283.583984375,KlekotaRothCount,strict,hcv_ns3,21247317,0.4250905658190566,0.8668129593730919,0.7511975693647924,0.600019137222265,19964898,0.46904780195927265,0.8515387799197124,0.7071003281131418,0.6339549637372608,0.5625648088915635,0.6932962508728879,0.4421939991908831,0.5522041766109196,,,,,,,,,,10,sqrt,,2.0,4.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,1454.7001953125,KlekotaRothCount,strict,hcv_ns3,48086108,0.10833943709468938,0.9573542253806047,0.9164623826996706,0.34767930010142567,37184175,0.13234670016586958,0.9753296114246768,0.9450644998060083,0.2745525651115799,0.6062397513259851,0.6588325110541661,0.5348644780452962,0.6250222648784929,,ball_tree,,,,,,20.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,100,0.15999999999999998
rf,False,1679.8515625,KlekotaRoth,random,hcv_ns3,26972392,0.42004593627947295,0.8855240574759919,0.7751289746008528,0.5671317258612302,23644239,0.41853490142765454,0.8894628227798042,0.7760006630470002,0.5711949080261948,0.5936744663994237,0.658801645591695,0.5255142919482918,0.5967074616582841,,,,,,,,,,None,sqrt,,2.0,2.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,1199.3330078125,KlekotaRoth,random,hcv_ns3,29549744,0.4441222377677465,0.857023603989858,0.7336595926959726,0.6172139346608669,24899180,0.44140221460533424,0.8815916947349959,0.7765859726718167,0.570448154562975,0.598917117975447,0.6416596066699591,0.49390752575959673,0.6611842214967852,,,,,True,,0.0,,0.01,20,,99999999.0,16.0,,,100.0,,,,,22.0,,True,,90,0.15999999999999998
svm,False,1291.546875,KlekotaRoth,random,hcv_ns3,43507183,0.3813319468040064,0.8781237475179154,0.7683103464898544,0.5756659109251159,24471059,0.3617514352619378,0.8742940364058653,0.7563723097709398,0.5956954524761432,0.5767603661801127,0.668967645458133,0.4394610312585796,0.6218524218236254,10.0,,0.1,4.0,,0.005,,,,,,,,,,,,,,,,True,,,90,0.08999999999999998
dt,False,275.5947265625,KlekotaRoth,random,hcv_ns3,19875947,0.49843927169428026,0.835928498557786,0.698373332423876,0.6568286088172948,18659417,0.4967507147858992,0.8349432306017289,0.6949894041633253,0.6665280396871055,0.5719481475747947,0.6253186329264007,0.5401477861817092,0.5503780236162743,,,,,,,,,,None,sqrt,,4.0,3.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,2077.162109375,KlekotaRoth,random,hcv_ns3,56743424,0.2198008789130838,0.9353025415412525,0.8745143062019037,0.4236569162949392,44642515,0.1480661876031175,0.9553392449091161,0.9125185971708221,0.35695940591594977,0.568776670574623,0.6529252962616068,0.46290397210025847,0.5905007433620038,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,9.0,,2.0,,,,distance,90,0.08999999999999998
rf,False,2499.1767578125,KlekotaRoth,stratified,hcv_ns3,27933000,0.3515809304310691,0.9051085494383743,0.8170944683745858,0.4903761382328842,24541323,0.4048501787295804,0.9181595396814496,0.8271770291078947,0.5783494688205114,0.6475175764112986,0.6118837926470435,0.6981000991895934,0.6325688373972589,,,,,,,,,,10,log2,,1.0,2.0,100.0,,,,True,,22.0,,True,,90,0.15999999999999998
hgb,False,1445.3896484375,KlekotaRoth,stratified,hcv_ns3,32412290,0.39711947108240636,0.885922080363468,0.7839906055725121,0.5329079864389709,27080277,0.47920717177383687,0.8813429679431869,0.768805722047304,0.6689261105422214,0.5985765991377295,0.629050684421718,0.6334803096345798,0.5331988033568911,,,,,True,,0.1,,0.01,50,,1000.0,16.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,1363.1005859375,KlekotaRoth,stratified,hcv_ns3,43913149,0.4173206532359467,0.8622056469221605,0.7304621430247439,0.5952861724544156,24900283,0.5673410599648908,0.818577814806125,0.6509849023379962,0.821886249891922,0.6063618499150242,0.6305988963569593,0.6611671282603342,0.5273195251277789,1.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,286.8935546875,KlekotaRoth,stratified,hcv_ns3,19006233,0.33510071132862945,0.8928413104260954,0.7938852219587675,0.5205596175529009,19189769,0.41169251775335597,0.8981361889665304,0.8009365548074635,0.6207051744251855,0.5723624715505281,0.45684496324613566,0.6693750638005644,0.5908673876048846,,,,,,,,,,10,sqrt,,1.0,2.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,2256.892578125,KlekotaRoth,stratified,hcv_ns3,56070147,0.1606135146985863,0.9454809154987773,0.8936576891371931,0.3739116148577941,51963397,0.12083073500564157,0.975613688731933,0.9498569113437827,0.3115266095731597,0.6088052824384909,0.6082091251503021,0.6507990731896973,0.5674076489754731,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,9.0,,1.0,,,,distance,100,0.08999999999999998
rf,False,3062.07421875,KlekotaRoth,strict,hcv_ns3,28276374,0.30762988571438865,0.9310056149651691,0.8585791675899619,0.4523707201862532,23519904,0.35356355403707806,0.906319754786151,0.8188790546990609,0.4985208216288959,0.6316828197893577,0.6968329622736089,0.5130859115645323,0.685129585529932,,,,,,,,,,None,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,1646.10546875,KlekotaRoth,strict,hcv_ns3,31676606,0.41499813711130706,0.8788014411931504,0.7692679538000926,0.577818911100197,26004873,0.4344716708643221,0.8613271495942075,0.7377803100854632,0.5998347386897093,0.6027322836592918,0.6546581859197047,0.529692555158441,0.6238461098997297,,,,,True,,0.01,,0.01,20,,1000.0,16.0,,,100.0,,,,,22.0,,True,,80,0.15999999999999998
svm,False,1256.349609375,KlekotaRoth,strict,hcv_ns3,45139772,0.46014093001429657,0.8489696076315703,0.7079506512444415,0.6500786660378958,21987504,0.5135033307105675,0.6941679438891509,0.4811128945967541,0.8437919994655709,0.6089088470134257,0.6573736404301579,0.5191277918493236,0.6502251087607958,1.0,,0.5,2.0,,0.01,,,,,,,,,,,,,,,,False,,,80,0.08999999999999998
dt,False,283.1083984375,KlekotaRoth,strict,hcv_ns3,18494082,0.4248269010618152,0.874820605244255,0.7646764116916369,0.5835398558594849,17661194,0.5523919868601005,0.8228551460357678,0.5977602732909304,0.7429189641209615,0.5766129707498027,0.5803374937292766,0.5437004048584024,0.6058010136617291,,,,,,,,,,None,sqrt,,2.0,2.0,,,,,,,22.0,,,,100,0.08999999999999998
knn,False,1954.41015625,KlekotaRoth,strict,hcv_ns3,45085258,0.207046891850505,0.927394679144995,0.8599727440452534,0.4501363466729979,34562006,0.20961426735362448,0.9400266462213785,0.8766893932990737,0.41133833073288173,0.5971171352027461,0.6428715952834894,0.4963223622945815,0.6521574480301676,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,7.0,,1.0,,,,distance,80,0.08999999999999998
